timestamp,x,y,yaw,tilt,status
None,None,None,None,None,
2025-05-26 15:06:29.877,0.43970000743865967,-0.02930000051856041,46.00278091430664,-515.6619873046875,Going to 'eat test location' - Status: reposing - Unknown
2025-05-26 15:06:30.093,0.43970000743865967,-0.02930000051856041,46.00278091430664,-515.6619873046875,Going to 'eat test location' - Status: reposing - Unknown
2025-05-26 15:06:30.242,0.43970000743865967,-0.02930000051856041,46.00278091430664,-515.6619873046875,Going to 'eat test location' - Status: reposing - Unknown
2025-05-26 15:06:30.284,0.43970000743865967,-0.02930000051856041,46.00278091430664,-515.6619873046875,Going to 'eat test location' - Status: reposing - Unknown
2025-05-26 15:06:30.299,0.43970000743865967,-0.02930000051856041,46.00278091430664,-515.6619873046875,Going to 'eat test location' - Status: reposing - Unknown
2025-05-26 15:06:30.386,0.43970000743865967,-0.02930000051856041,46.00278091430664,-515.6619873046875,Going to 'eat test location' - Status: reposing - Unknown
2025-05-26 15:06:30.957,0.4350999891757965,-0.022600000724196434,32.91642761230469,-343.7746887207031,Going to 'eat test location' - Status: going - Unknown
2025-05-26 15:06:31.093,0.4350999891757965,-0.022600000724196434,32.91642761230469,-343.7746887207031,Going to 'eat test location' - Status: going - Unknown
2025-05-26 15:06:31.242,0.4350999891757965,-0.022600000724196434,32.91642761230469,-343.7746887207031,Going to 'eat test location' - Status: going - Unknown
2025-05-26 15:06:31.284,0.4350999891757965,-0.022600000724196434,32.91642761230469,-343.7746887207031,Going to 'eat test location' - Status: going - Unknown
2025-05-26 15:06:31.299,0.4350999891757965,-0.022600000724196434,32.91642761230469,-343.7746887207031,Going to 'eat test location' - Status: going - Unknown
2025-05-26 15:06:31.386,0.4350999891757965,-0.022600000724196434,32.91642761230469,-343.7746887207031,Going to 'eat test location' - Status: going - Unknown
2025-05-26 15:06:31.424,0.49300000071525574,0.007499999832361937,19.11960220336914,-343.7746887207031,Going to 'eat test location' - Status: going - Unknown
2025-05-26 15:06:31.989,0.6976000070571899,0.050999999046325684,10.50231647491455,-286.4789123535156,Going to 'eat test location' - Status: going - Unknown
2025-05-26 15:06:32.093,0.6976000070571899,0.050999999046325684,10.50231647491455,-286.4789123535156,Going to 'eat test location' - Status: going - Unknown
2025-05-26 15:06:32.242,0.6976000070571899,0.050999999046325684,10.50231647491455,-286.4789123535156,Going to 'eat test location' - Status: going - Unknown
2025-05-26 15:06:32.284,0.6976000070571899,0.050999999046325684,10.50231647491455,-286.4789123535156,Going to 'eat test location' - Status: going - Unknown
2025-05-26 15:06:32.299,0.6976000070571899,0.050999999046325684,10.50231647491455,-286.4789123535156,Going to 'eat test location' - Status: going - Unknown
2025-05-26 15:06:32.387,0.6976000070571899,0.050999999046325684,10.50231647491455,-286.4789123535156,Going to 'eat test location' - Status: going - Unknown
2025-05-26 15:06:32.473,1.0484000444412231,0.10779999941587448,7.895358085632324,-286.4789123535156,Going to 'eat test location' - Status: going - Unknown
2025-05-26 15:06:33.041,1.6224000453948975,0.15129999816417694,3.7242255210876465,-286.4789123535156,Going to 'eat test location' - Status: going - Unknown
2025-05-26 15:06:33.093,1.6224000453948975,0.15129999816417694,3.7242255210876465,-286.4789123535156,Going to 'eat test location' - Status: going - Unknown
2025-05-26 15:06:33.242,1.6224000453948975,0.15129999816417694,3.7242255210876465,-286.4789123535156,Going to 'eat test location' - Status: going - Unknown
2025-05-26 15:06:33.284,1.6224000453948975,0.15129999816417694,3.7242255210876465,-286.4789123535156,Going to 'eat test location' - Status: going - Unknown
2025-05-26 15:06:33.300,1.6224000453948975,0.15129999816417694,3.7242255210876465,-286.4789123535156,Going to 'eat test location' - Status: going - Unknown
2025-05-26 15:06:33.386,1.6224000453948975,0.15129999816417694,3.7242255210876465,-286.4789123535156,Going to 'eat test location' - Status: going - Unknown
2025-05-26 15:06:33.593,2.1070001125335693,0.16410000622272491,-0.08594366908073425,-286.4789123535156,Going to 'eat test location' - Status: going - Unknown
2025-05-26 15:06:34.093,2.1070001125335693,0.16410000622272491,-0.08594366908073425,-286.4789123535156,Going to 'eat test location' - Status: going - Unknown
2025-05-26 15:06:34.127,2.572200059890747,0.13940000534057617,-3.4549355506896973,-343.7746887207031,Going to 'eat test location' - Status: going - Unknown
2025-05-26 15:06:34.242,2.572200059890747,0.13940000534057617,-3.4549355506896973,-343.7746887207031,Going to 'eat test location' - Status: going - Unknown
