timestamp,x,y,yaw_rad,yaw_deg,tilt_rad,tilt_deg
1747624698214,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624698715,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624699215,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624699716,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624700214,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624700715,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624701216,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624701715,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624702217,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624702716,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624703217,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624703716,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624704216,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624704716,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624705217,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624705715,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624706215,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624706716,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624707216,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624707714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624708216,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
