timestamp,x,y,yaw_rad,yaw_deg,tilt_rad,tilt_deg
1747624113582,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624114082,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624114583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624115083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624115583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624116082,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624116583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624117083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624117582,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624118083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624118582,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624119083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624119583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624120083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624120583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624121083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624121583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624122083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624122582,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624123083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624123582,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624124082,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624124583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624125082,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624125583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624126083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624126582,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624127083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624127583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624128083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624128583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624129082,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624129583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624130083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624130583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624131083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624131582,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624132083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624132582,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624133083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624133583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624134082,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624134583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747624135082,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
