timestamp,x,y,yaw_rad,yaw_deg,tilt_rad,tilt_deg
1747883127779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883128278,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883128779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883129280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883129779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883130279,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883130779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883131280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883131780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883132280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883132779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883133280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883133779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883134279,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883134780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883135280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883135779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883136279,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883136779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883137280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883137779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883138280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883138780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883139280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883139779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883140280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883140780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883141278,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883141778,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
