timestamp,x,y,yaw_rad,yaw_deg,tilt_rad,tilt_deg
1747883600651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883601151,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883601651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883602152,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883602651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883603151,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883603652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883604151,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883604652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883605151,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883605652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883606151,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883606651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883607151,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883607652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883608152,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883608651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883609151,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883609652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883610151,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883610651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883611151,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883611652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883612151,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883612652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883613151,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883613652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883614151,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883614651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883615152,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883615651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883616152,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883616651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883617151,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883617651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883618152,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883618652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883619153,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883619651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883620151,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747883620650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
