timestamp,x,y,yaw_rad,yaw_deg,tilt_rad,tilt_deg
1747625781991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625782491,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625782990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625783490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625783991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625784491,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625784992,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625785492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625785991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625786492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625786992,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625787491,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625787990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625788492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625788992,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625789492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625789992,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625790492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625790992,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625791492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625791991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625792492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625792991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625793492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625793991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625794492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625794991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625795492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625795991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625796492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625796991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625797491,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625797991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625798492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625798991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625799492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625799991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625800492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625800992,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625801492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625801992,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625802491,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625802991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625803492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625803991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625804491,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625804991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625805490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625805991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1747625806491,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
